code;position1;position2;position34;position8;description;JSON
440810.5;4;4;Oesophage;5;"Lésion oesophagienne dans le thorax lacération; déchirure avulsion; rupture; section complète; destruction massive [OIS IV, V]";"{ code : 440810.5, position1 : 4, position2 : 4, position34 : Oesophage, position8 : 5, description : Lésion oesophagienne dans le thorax lacération; déchirure avulsion; rupture; section complète; destruction massive [OIS IV, V]},"
440899.2;4;4;Oesophage;2;Lésion oesophagienne dans le thorax SAI;{ code : 440899.2, position1 : 4, position2 : 4, position34 : Oesophage, position8 : 2, description : Lésion oesophagienne dans le thorax SAI},
441002.1;4;4;Coeur;1;Lésion du coeur (myocarde) contusion SAI;{ code : 441002.1, position1 : 4, position2 : 4, position34 : Coeur, position8 : 1, description : Lésion du coeur (myocarde) contusion SAI},
441002.3;4;4;Coeur;3;Coeur (myocarde) contusion (hématome) SAI;{ code : 441002.3, position1 : 4, position2 : 4, position34 : Coeur, position8 : 3, description : Coeur (myocarde) contusion (hématome) SAI},
441004.1;4;4;Coeur;1;Lésion du coeur (myocarde) contusion mineure [OIS I];{ code : 441004.1, position1 : 4, position2 : 4, position34 : Coeur, position8 : 1, description : Lésion du coeur (myocarde) contusion mineure [OIS I]},
441004.3;4;4;Coeur;3;Coeur (myocarde) contusion (hématome) mineure;{ code : 441004.3, position1 : 4, position2 : 4, position34 : Coeur, position8 : 3, description : Coeur (myocarde) contusion (hématome) mineure},
441006.4;4;4;Coeur;4;Lésion du coeur (myocarde) contusion majeure;{ code : 441006.4, position1 : 4, position2 : 4, position34 : Coeur, position8 : 4, description : Lésion du coeur (myocarde) contusion majeure},
441008.3;4;4;Coeur;3;Lésion du coeur (myocarde) lacération SAI;{ code : 441008.3, position1 : 4, position2 : 4, position34 : Coeur, position8 : 3, description : Lésion du coeur (myocarde) lacération SAI},
441010.3;4;4;Coeur;3;"Lésion du coeur (myocarde) lacération sans perforation;  aucune atteinte des cavités cardiaques";"{ code : 441010.3, position1 : 4, position2 : 4, position34 : Coeur, position8 : 3, description : Lésion du coeur (myocarde) lacération sans perforation;  aucune atteinte des cavités cardiaques},"
441012.5;4;4;Coeur;5;Lésion du coeur (myocarde) lacération perforation soit ventriculaire ou atriale, avec ou sans tamponnade;{ code : 441012.5, position1 : 4, position2 : 4, position34 : Coeur, position8 : 5, description : Lésion du coeur (myocarde) lacération perforation soit ventriculaire ou atriale, avec ou sans tamponnade},
441013.5;4;4;Coeur;5;Lésion du coeur (myocarde) lacération perforation soit ventriculaire ou atriale, avec ou sans tamponnade rupture atriale;{ code : 441013.5, position1 : 4, position2 : 4, position34 : Coeur, position8 : 5, description : Lésion du coeur (myocarde) lacération perforation soit ventriculaire ou atriale, avec ou sans tamponnade rupture atriale},
441014.6;4;4;Coeur;6;Lésion du coeur (myocarde) lacération perforation soit ventriculaire ou atriale, avec ou sans tamponnade rupture ventriculaire;{ code : 441014.6, position1 : 4, position2 : 4, position34 : Coeur, position8 : 6, description : Lésion du coeur (myocarde) lacération perforation soit ventriculaire ou atriale, avec ou sans tamponnade rupture ventriculaire},
441016.6;4;4;Coeur;6;"Lésion du coeur (myocarde) lacération perforation ventriculaire ou atriale, avec ou sans tamponnade rupture lacérations multiples; > 50 % de perte tissulaire d'une cavité";"{ code : 441016.6, position1 : 4, position2 : 4, position34 : Coeur, position8 : 6, description : Lésion du coeur (myocarde) lacération perforation ventriculaire ou atriale, avec ou sans tamponnade rupture lacérations multiples; > 50 % de perte tissulaire d'une cavité},"
441018.6;4;4;Coeur;6;Lésion du coeur (myocarde) avulsion;{ code : 441018.6, position1 : 4, position2 : 4, position34 : Coeur, position8 : 6, description : Lésion du coeur (myocarde) avulsion},
441089.9;4;4;Coeur;9;Lésion du coeur (myocarde) avec arrêt cardiaque SAI;{ code : 441089.9, position1 : 4, position2 : 4, position34 : Coeur, position8 : 9, description : Lésion du coeur (myocarde) avec arrêt cardiaque SAI},
441099.1;4;4;Coeur;1;Lésion du coeur (myocarde) SAI;{ code : 441099.1, position1 : 4, position2 : 4, position34 : Coeur, position8 : 1, description : Lésion du coeur (myocarde) SAI},
441099.3;4;4;Coeur;3;Coeur (myocarde) SAI;{ code : 441099.3, position1 : 4, position2 : 4, position34 : Coeur, position8 : 3, description : Coeur (myocarde) SAI},
441200.5;4;4;Coeur;5;"Valve intracardiaque lacération; rupture";"{ code : 441200.5, position1 : 4, position2 : 4, position34 : Coeur, position8 : 5, description : Valve intracardiaque lacération; rupture},"
441300.5;4;4;Coeur;5;"Septum intracardiaque lacération; rupture";"{ code : 441300.5, position1 : 4, position2 : 4, position34 : Coeur, position8 : 5, description : Septum intracardiaque lacération; rupture},"
441402.3;4;4;Poumon;3;Poumon contusion SAI;{ code : 441402.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon contusion SAI},
441406.2;4;4;Poumon;2;Poumon contusion unilatérale SAI;{ code : 441406.2, position1 : 4, position2 : 4, position34 : Poumon, position8 : 2, description : Poumon contusion unilatérale SAI},
441406.3;4;4;Poumon;3;Poumon contusion unilatérale;{ code : 441406.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon contusion unilatérale},
441407.2;4;4;Poumon;2;"Poumon contusion unilatérale mineure; < 1 lobe";"{ code : 441407.2, position1 : 4, position2 : 4, position34 : Poumon, position8 : 2, description : Poumon contusion unilatérale mineure; < 1 lobe},"
441408.3;4;4;Poumon;3;"Poumon contusion unilatérale majeure; ≥ 1 lobe";"{ code : 441408.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon contusion unilatérale majeure; ≥ 1 lobe},"
441410.3;4;4;Poumon;3;Poumon contusion bilatérale SAI;{ code : 441410.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon contusion bilatérale SAI},
441410.4;4;4;Poumon;4;Poumon contusion bilatérale;{ code : 441410.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon contusion bilatérale},
441411.3;4;4;Poumon;3;"Poumon contusion bilatérale mineure; < 1 lobe";"{ code : 441411.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon contusion bilatérale mineure; < 1 lobe},"
441412.4;4;4;Poumon;4;"Poumon contusion bilatérale majeure; ≥ 1 lobe dans au moins un poumon";"{ code : 441412.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon contusion bilatérale majeure; ≥ 1 lobe dans au moins un poumon},"
441414.3;4;4;Poumon;3;Poumon lacération SAI;{ code : 441414.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon lacération SAI},
441416.3;4;4;Poumon;3;Poumon lacération SAI avec pneumomédiastin;{ code : 441416.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon lacération SAI avec pneumomédiastin},
441418.4;4;4;Poumon;4;Poumon lacération SAI avec hémomédiastin;{ code : 441418.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération SAI avec hémomédiastin},
441420.3;4;4;Poumon;3;Poumon accident du souffle (surpression/explosion) SAI;{ code : 441420.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon accident du souffle (surpression/explosion) SAI},
441420.4;4;4;Poumon;4;Poumon lacération SAI avec perte de sang > 20 % du volume;{ code : 441420.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération SAI avec perte de sang > 20 % du volume},
441422.3;4;4;Poumon;3;Poumon accident du souffle (surpression/explosion) léger;{ code : 441422.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon accident du souffle (surpression/explosion) léger},
441422.5;4;4;Poumon;5;Poumon lacération SAI avec pneumothorax sous tension;{ code : 441422.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon lacération SAI avec pneumothorax sous tension},
441424.4;4;4;Poumon;4;"Poumon accident du souffle (surpression/explosion) modéré; uni/bilatéral avec hémorragie périphérique pulmonaire";"{ code : 441424.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon accident du souffle (surpression/explosion) modéré; uni/bilatéral avec hémorragie périphérique pulmonaire},"
441424.5;4;4;Poumon;5;Poumon lacération SAI avec lacération parenchymateuse et fuite d'air massive;{ code : 441424.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon lacération SAI avec lacération parenchymateuse et fuite d'air massive},
441426.5;4;4;Poumon;5;"Poumon accident du souffle (surpression/explosion) grave; bilatéral avec embolie gazeuse";"{ code : 441426.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon accident du souffle (surpression/explosion) grave; bilatéral avec embolie gazeuse},"
441430.3;4;4;Poumon;3;Poumon lacération unilatérale SAI;{ code : 441430.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon lacération unilatérale SAI},
441431.3;4;4;Poumon;3;"Poumon lacération unilatérale mineure; < 1 lobe";"{ code : 441431.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon lacération unilatérale mineure; < 1 lobe},"
441432.3;4;4;Poumon;3;Poumon lacération unilatérale avec pneumomédiastin;{ code : 441432.3, position1 : 4, position2 : 4, position34 : Poumon, position8 : 3, description : Poumon lacération unilatérale avec pneumomédiastin},
441432.4;4;4;Poumon;4;"Poumon lacération unilatérale majeure; ≥ 1 lobe";"{ code : 441432.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération unilatérale majeure; ≥ 1 lobe},"
441434.4;4;4;Poumon;4;Poumon lacération unilatérale avec hémomédiastin;{ code : 441434.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération unilatérale avec hémomédiastin},
441436.4;4;4;Poumon;4;Poumon lacération unilatérale avec perte de sang > 20 % du volume;{ code : 441436.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération unilatérale avec perte de sang > 20 % du volume},
441438.5;4;4;Poumon;5;Poumon lacération unilatérale avec pneumothorax sous tension;{ code : 441438.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon lacération unilatérale avec pneumothorax sous tension},
441440.5;4;4;Poumon;5;Poumon lacération unilatérale avec lacération parenchymateuse et fuite d'air massive;{ code : 441440.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon lacération unilatérale avec lacération parenchymateuse et fuite d'air massive},
441442.5;4;4;Poumon;5;Poumon lacération unilatérale avec aéroembolisme systémique;{ code : 441442.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon lacération unilatérale avec aéroembolisme systémique},
441450.4;4;4;Poumon;4;Poumon lacération bilatérale SAI;{ code : 441450.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération bilatérale SAI},
441451.4;4;4;Poumon;4;"Poumon lacération bilatérale mineure; < 1 lobe";"{ code : 441451.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération bilatérale mineure; < 1 lobe},"
441452.4;4;4;Poumon;4;Poumon lacération bilatérale avec pneumomédiastin;{ code : 441452.4, position1 : 4, position2 : 4, position34 : Poumon, position8 : 4, description : Poumon lacération bilatérale avec pneumomédiastin},
441452.5;4;4;Poumon;5;"Poumon lacération bilatérale majeure; ≥ 1 lobe dans au moins un poumon";"{ code : 441452.5, position1 : 4, position2 : 4, position34 : Poumon, position8 : 5, description : Poumon lacération bilatérale majeure; ≥ 1 lobe dans au moins un poumon},"
